"coupon_id","title","description","discount","minimum_cart","applicables","brands","users","payment","offer_tnc"
"74-3-16732","Upto 50% OFF On Door Accessories","Buy Now with Tolexo, Avail Upto 50% discount on door hardware essentials like mortise/ lever handles displayed in listing page. Get them at starting price of just Rs 179. No discount code needed. Hurry! ",,,,,,,
"74-3-16924","Upto 80% OFF On Medical Supplies","Tolexo just launched new category in to its vast product range which is Medical Supplies, Buy Now and Avail Upto 80% OFF on First Aid Kit, Thermometer, Support bands, Surgical Gloves, Blood Pressure and Glucose Monitors and more in this link starting at a lowest price of just Rs 149 Only to simplify healthcare in just a click. Check out the listing page and add your needed products to cart now. No Code needed. Hurry Now! ",,,,,,,
"74-3-17110","Safety Essentials - Avail Upto 74% OFF","Buy Now with Tolexo, Online Mega Store for Safety Accessories Offers Upto 74% OFF on Safety Essentials like Helmets, Shoes, Eyewear and Kits of your requirement. Avail them at starting price range of Rs 39 Only. No tolexo coupon is needed. Rush Now! ",,,,,,,
"74-3-17276","Aktion Safety Product Sale: Upto 56% OFF","Tolexo Offers whopping discount of Upto 56% OFF on safety helmets, shoes and workwear by brand new merchandise called Aktion; that are displayed in this page. Checkout this link and Buy all essential work safety products starting at just Rs 55 Only. No tolexo Coupon Code is needed to Avail this enormous deal. Hurry! ",,,,,,,
"74-3-17362","Upto 91% OFF On Hand Tools","Celebrate Vishwakarma Pooja with the dazzling saving sale where user gets Upto 91% OFF on mentioned categories like screwdrivers, pliers, wrenches, hammers, cutters under Hand Tools section extremely huge and useful for Household and Commercial purposes. Avail them at starting price range of just Rs 49 Only. No Extra Tolexo discount coupon is needed. Avail it today! ",,,,,,,
"74-3-17843","Zicom CCTV Cameras @ Rs 999 & FREE Installation","Tolexo Offers whopping prices on Zicom CCTV cameras starting at just Rs 999 of Upto 82% OFF on original price and Avail FREE Product Installation. No tolexo Code is needed. Hurry! ",,,,,,,
"74-3-17895","Ansell Gloves Starting @ Rs 238","Tolexo, Online Mega Store for Household and Commercial Needs just launched Ansell Brand Safety Hand Gloves starting at a best price of just Rs 238 only in this link. No other tolexo Code is needed. Avail Now! ",,,,,,,
"74-3-18012","Avail Extra 10% Cashback Through PayUmoney","Avail this corpulent deal where every customer will get extra Flat 10% Cashback paying through PayUmoney wallet. Buy Now for work place safety essentials, power and hand tools, LED Lighting, tools and measuring equipment and more in this link. Maximum Cashback is Rs 50. No tolexo coupons are needed. Rush Now! ",,,,,,,
"74-3-18413","Avail Flat Rs 100 OFF On Min. Rs 499 Order - Paytm Wallet Offer","Tolexo giving away massive cashback deal of Rs 100 on minimum transaction value of Rs 499 in this link. Tolexo, Premier and Leading Online website for shopping of industrial goods with access to more than 10,00,000 products. Our long list of products include: safety shoes, LED bulbs, LED Lights, hand tools, power tools, cars and bike accessories and more. Valid for only 1 transaction per user and till stock ends. No tolexo discount coupon is needed. Avail Now! ",,,,,,,
"74-3-18822","499 Corner: Avail Everything Under Rs 499","Avail this Rush and Big Loot Sale where customer can avail all safety essentials, LED lighting, Power and Hand Tools, Industrial & Home Plumbing, Electrical Best Selling Products at just under Rs 499 only. No tolexo Code is needed. Avail this stunning offer. Valid Only for limited period! ",,,,,,,
"74-3-19451","Clearance Store: Prices Starting at Rs 149","India's Biggest Business Goods Online Store is offering best price on clearance store starting at just Rs 149 on LED bulbs, Power & Hand tools, Test & Measuring Tools, Industrial Safety products and more in this link. No discount code is needed. Hurry! ",,,,,,,
"74-3-19452","Upto 50% OFF On Pressure Washers","Tolexo is offering exciting deal where customer will get Upto 50% OFF on high pressure washers for home and car washing, cleaning purposes in this link. No Promo Code needed. Avail it today! ",,,,,,,
"74-7-556108","Festive Store - Get Up To 90% Off + Extra Rs.150 Off On Rs.1000","Festive Store - Get Up To 90% Off + Extra Rs.150 Off On Rs.1000. Use Code to avail this offer.",,,,,,,
"74-7-556559","Flat Rs.150 Off On Purchase Of Rs.1500 & Above","Get flat Rs.150 off on a purchase of Rs.1500 and above at Tolexo. Apply Code to avail this offer. Hurry! offer valid only for a limited period.",,,,,,,
"74-7-556620","Up To 75% Off Plus Extra 15% Off","Buy at Tolexo and get up to 75% off plus extra 15% off. Apply Code to avail this offer. Hurry! offer valid only for a limited period.",,,,,,,
"76-4-140793","Upto 85% + Extra 5% Off on Watches","Shop for the watches from the wide range of collections and get Upto 85% + Extra 5% off on the selected products of the landing page. Use the coupon code to avail this offer. Click the link to get landing page.",,,,,,,
"76-4-160358","Extra 10% off on Good Luck Plants","Extra 10% off on different types Good Luck Plants on Bonsai, Herbs, Indoor plants, etc.. Use the coupon code to avail this offer. Click to get the offer page.",,,,,,,
"76-4-192365","Upto 80% + Extra 10% Off on Clothing & Accessories","Never before sale on landing page. Get Upto 80% and Get Extra 10% Off on Clothing and Accessories for both Men and Women. Use the coupon code to get this offer page.",,,,,,,
"76-4-195050","Flat 40% Off on Best Seller Books","A good book can be a good companion. Get Flat 40% †Off on Best seller books. Use the coupon code to get this offer.",,,,,,,
"76-4-195437","Upto 70% + Extra 10% off on Footwear","Shop & get Extra 10% off on men, women & kids footwear of different categories like sports & casual shoes, flats, heels, wedges etc. Use coupon code to get the discount. Click to get the landing page.",,,,,,,
"76-4-195803","Flat 5% off on Healthcare products","Get Flat 5% off on healthcare products like medicines & supplements, health check ups, body care & shapers, equipments etc. Use coupon code to get the discount. click to get the landing page.",,,,,,,
"76-7-469543","One Rupee Sale - Products For Re.1","Buy any product for Re.1 at Indiatimes Shopping. Code Not Required.",,,,,,,
"76-7-528704","Up To 20% Off On Mobiles","Buy mobile and get up to 20% off at Indiatimes Shopping. Valid for products listed on the listing page. Code Not Required.",,,,,,,
"76-7-529107","Get Combo Of Colombus Sports Shoes And T-Shirt At Rs.574","Buy and Avail a combo of Columbus sports shoes and t-shirts at Rs.574 at Indiatimes Shopping. A Code is not required. Hurry! offer valid up to the limited period only.",,,,,,,
"76-7-531319","Midnight Sale - Amazing Offers Every Midnight","Buy and Avail midnight sale - amazing offers every midnight at Indiatimes Shopping. Code not required to Avail the offer. Hurry! offer valid up to the limited period only.",,,,,,,
"76-7-531802","White And Black Men Sports Shoes With Dual Sim Mobile And 3 Jeans","Buy white and black men sports shoes with dual sim mobile and 3 jeans on Rs.2299 at Indiatimes Shopping.",,,,,,,
"76-7-532860","Up To 35% Off On Health Supplements Products","Buy and Avail up to 35% off on health supplements products at Inditimes Shopping. Code not required to Avail the offer. Hurry! offer valid up to the limited period only.",,,,,,,
"76-7-533450","Buy A Wide Range Of Bean Bags Starting At Rs.419","Buy and Avail a wide range of bean bags starting @ Rs.419 at Indiatimes Shopping. Code not required to Avail the offer. Hurry! offer valid up to the limited period only.",,,,,,,
"76-7-534144","Upto 15% Off On Gift Vouchers","Buy gifts vouchers and get upto 15% off at Indiatimes Shopping.",,,,,,,
"76-7-535792","Buy Maxcon Super Pack of 10 LED Bulbs For Rs.999","Buy Maxcon Super Pack of 10 LED Bulbs For Rs.999. Code Not Required.",,,,,,,
"76-7-536299","Flat 60% Off On Stybuzz Wall Clocks","Flat 60% Off On Stybuzz Wall Clocks. Code Not Required to avail this offer.",,,,,,,
"76-7-536559","Flat 10% Off On Footwear","Buy and Avail flat 10% off on Lotto, Reebok, Puma, Lining & Nike brands footwear at Indiatimes Shopping. Code not required to Avail the offer. Hurry! offer valid up to the limited period only.",,,,,,,
"76-7-537545","Flat 33% Off On Select Midnight Delivery Gifts","Buy and Avail flat 33% off on select midnight delivery gifts at Indiatimes Shopping. Code not required to Avail the offer. Hurry! offer valid up to the limited period only.",,,,,,,
"76-7-537747","Up To 85% Off On Men's Watches","Buy and Avail up to 85% off on men's watches at Indiatimes Shopping. Code not required to Avail the offer. Hurry! offer valid up to limited period only.",,,,,,,
"76-7-537748","Up To 80% Off On Men's Sunglasses","Buy and Avail up to 80% off on men's sunglasses at Indiatimes Shopping. Code not required to Avail the offer. Hurry! offer valid up to the limited period only.",,,,,,,
"76-7-538713","Buy Parent's Days Gifts Starting At Rs.50","Buy at Indiatimes Shopping and get parent's day gifts starting @ Rs.50. Code not required to Avail the offer. Hurry! offer valid only for a limited period.",,,,,,,
"76-7-538717","Flat 23% Off On Schwarzkopf Hair Care Products","Get flat 23% off on schwarzkopf hair care products at Indiatimes shopping. Code not required to Avail the offer. Hurry! offer valid only for a limited period.",,,,,,,
"76-7-539034","Buy Adam's Heel Black Men Formal Shoes At Rs.1499","Buy at Indiatimes Shopping and get adam's heel black men formal shoes @ Rs.1499. Code not required to Avail the offer. Hurry! offer valid only for a limited period.",,,,,,,
"76-7-539388","Flat 49% Off On Nova Roti Maker","Get flat 49% off on nova roti maker at Indiatimes Shopping. Code not required to Avail the offer. Hurry! offer valid only for a limited period.",,,,,,,
"76-7-539896","Flat 63% Off On Bacca Bucci Tan Men Boots - harley-007 At Rs 921","Flat 63% Off On Bacca Bucci Tan Men Boots - harley-007 At Rs 921. Code Not Required to avail this offer.",,,,,,,
"76-7-539897","73% Off On Stylox Combo Of 3 Denim For Men At Rs.1,099","73% Off On Stylox Combo Of 3 Denim For Men At Rs.1,099. Code Not Required to avail this offer.",,,,,,,
"76-7-539898","Get Flat 22% Off On Milton Nova 5 Pcs Cookware Set For Rs.699","Get Flat 22% Off On Milton Nova 5 Pcs Cookware Set For Rs.699. Code Not Required to avail this offer.",,,,,,,
"76-7-539903","Get Micromax X1850 (Black) Mobile For Rs.785","Get Micromax X1850 (Black) Mobile For Rs.785. Code Not Required to avail this offer.",,,,,,,
"76-7-540094","Wanted Wednesdays - Get Up To 90% Off On Handpicked Deals","Wanted Wednesdays - Get Up To 90% Off On Handpicked Deals. Code Not Required to avail this offer.",,,,,,,
"76-7-540103","Amiraj Fruit And Vegetable Juicer For Rs.389","Amiraj Fruit And Vegetable Juicer For Rs.389. Code Not Required to avail this offer.",,,,,,,
"76-7-545035","Adcom Headphones - 811 For Rs.130","Adcom Headphones - 811 For Rs.130. Code Not Required to avail this offer.",,,,,,,
"76-7-545378","Adcom 2.1 Channel Wooden Multimedia Speakers - AWS H-750 For Rs.1,199","Adcom 2.1 Channel Wooden Multimedia Speakers - AWS H-750 For Rs.1,199. Code Not Required to avail this offer.",,,,,,,
"76-7-545892","Dell Venue 7 3740 3G Tablet - 16 GB For Only At Rs.6,650","Dell Venue 7 3740 3G Tablet - 16 GB For Only At Rs.6,650. Code Not Required to avail this offer.",,,,,,,
"76-7-546253","Get Up To 90% Off On Health And Beauty Products","Get Up To 90% Off On Health And Beauty Products. Code Not Required to avail this offer.",,,,,,,
"76-7-551381","Samsung Galaxy Grand 2 For Rs.9,799","Samsung Galaxy Grand 2 For Rs.9,799. Code Not Required to avail this offer.",,,,,,,
"76-7-553496","Minimum 20% - 70% Off On Fila, Lotto And Puma Shoes","Minimum 20% - 70% Off On Fila, Lotto And Puma Shoes. Code Not Required to avail this offer.",,,,,,,
"76-7-556486","Get Up To 84% Off On Best Selling Footwear","Get Up To 84% Off On Best-Selling Footwear. Code Not Required to avail this offer.",,,,,,,
"78-3-11569","Tables & Chairs at Best Price","Buy Furniture products like Tables & Chairs at best price in india. Choose from wide selection of products displayed in the listing page. No Code needed. ",,,,,,,
"78-3-1358","Upto 70% OFF Top Selling Sarees","Buy and get upto 70% off on top selling sarees . Choose from different combo offers. No Coupon Code needed. Pick from huge number of collections. Ends soon. ",,,,,,,
"78-3-1360","New Portable Automatic Car Washer For Rs 3999","Buy automatic car washer online at naaptol for Rs 3999 only. COD & Emi Available. No Code needed. For more product details click activate deal. ",,,,,,,
"78-3-13816","Upto 50% OFF On Vox Tablets, Mobiles & Laptops","Naaptol mobile offers Upto 50% OFF on voc tablets, mobile phones, laptops & more. Select from huge collections in the listing page. No Naaptol Code needed. Avail it today. ",,,,,,,
"78-3-14177","Upto 70% OFF On Storage Sets","Buy for upto 70% OFF on storage sets at naaptol. Select from different price ranged products available at listing page. No Code needed. ",,,,,,,
"78-3-14261","Buy 1 Get 1 Free : Body Shape Products","Avail buy 1 get 1 free offer on body shape products for women from naaptol. No Code needed. Buy now!",,,,,,,
"78-3-14324","Set Of 3 Net Sarees For Rs 1500","Buy for Set of 3 Net sarees at Rs 1500 only at naaptol. Select from different colors available. No Code needed to get the discount. ",,,,,,,
"78-3-14457","Upto 65% OFF Power Banks","Buy and get Upto 65% OFF on power banks. Select from different brands, colors and battery capacities. No Naaptol discount coupon needed.",,,,,,,
"78-3-15119","Upto 50% OFF Sports Shoes","Get Upto 50% OFF on Men sports shoes. Select from different colors & brands available at Naaptol online store. No Code needed.",,,,,,,
"78-3-15723","Upto 50% OFF Men Combo T-shirts","Buy for 50% OFF men combo t-shirts at Naaptol. Select from different colors, sizes available. No Naaptol discount coupon needed to extra get discount. ",,,,,,,
"78-3-16453","Mobiles Handsets: Upto 55% OFF","Buy now for the latest collection of mobile handsets and Get upto 55% OFF on cart value. No naaptol mobile offers code needed. Click activate deal and avail this offer. ",,,,,,,
"78-3-17699","Stylish Aluminium Secure Wallet: Buy 1 Get 3 Free","Naaptol Offers Scottish Club Stylish Aluminium Secure Wallet Buy 1 Get 3 Free. Buy here and get this unbelievable offer. Hurry! ",,,,,,,
"78-3-18081","Backpacks: Upto 60% OFF","Buy now for the backpacks at Naaptol online store and get upto 60% OFF on purchase value. No Naaptol coupon needed. Click activate deal and avail this amazing offer. Avail it today. ",,,,,,,
"78-3-18619","Men Footwear: Upto 72% OFF","Naaptol Offers Upto 72% OFF on men footwear. Buy now for top branded's like reebok, lotto, columbus, bacca bucci so on. No Code is needed. Avail this massive offer today. ",,,,,,,
"78-3-18991","Deal Of The Day: Get 30% OFF On Kawachi Gas Oven Tandoor","Naaptol deal of the day offers Flat 30% OFF on kawachi gas oven tandoor container. No Code is needed. Avail it today.",,,,,,,
"78-3-19244","Pack of 3 Day And Night Vision Glasses @ Rs 999","Naaptol offering pack of 3 day and night vision glasses at just Rs 999. Designed to protect your eyes from harmful UV rays, the sunglasses have scratch resistant coating. Now Buy and Avail this amazing offer today. ",,,,,,,
"78-3-19474","Jewellery Sets: Upto 85% OFF","Naaptol offering Upto 85% OFF on all jewellery sets. Buy now for the women jewellery like necklaces, bangles, earrings, mangalsutras so on. No Code needed. Click activate deal and avail this offer. ",,,,,,,
"78-3-8670","Upto 60% OFF On Routers","Buy wifi routers , network routers at Naaptol and get Upto 60% OFF . Many brands available like netgear, d link, tp link, belkin, asus, iball, cisco and many more ",,,,,,,
"78-3-8692","Upto 60% OFF On Bike Helmets & Combos","Buy Bike helmets with combos like jackets , riding gloves, bike covers and more starting from Rs 699 only. Select from different models of helmets . No Coupon Code needed. ",,,,,,,
"78-3-8695","Upto 60% OFF Laptop Accessories","Buy Laptop Accessories like charger, foldable stand, cleaning kit and many more with discount of 60% off. Prices starting from Rs 299. Hurry Up. ",,,,,,,
"78-4-142693","Flat Rs.250 Off On Hot Deals","Get Rs. 250 Off on items listed on the landing page. Place your order and apply code at checkout to get discount.",,,,,,,
"80-3-11801","Buy 1 Get 1 Free Mens Clothing","Amazing Offer from basicslife, Avail buy 1 get 1 free on selected products in listing page. Select your own combo and get the offer. No Code needed. ",,,,,,,
"80-3-122","Genesis Formal Shirts Starting At Rs 949","Buy men formal shirts online of Genesis brand at basics life. Select from different colors and sizes available. No coupons needed to get the discount. Free shipping on all orders. ",,,,,,,
"80-3-131","Cash On Delivery On Orders Of Rs 799 & Above","Buy anything at basics life online portal and get free shipping on all orders. If you want get your product as cash on delivery then the minimum purchase value should be more than Rs 799. Select from any category from the website. No Code needed. So what are you waiting for? Buy now! ",,,,,,,
"80-3-13930","20% OFF Printed Tees","Buy and get upto 20% off on men printed tees. These are basics life exclusive t-shirts from all different colors, sizes, designs and price ranged of products. Buy like a man. Order now! ",,,,,,,
"80-3-13952","Upto 20% OFF Men Trousers & Pants","Buy men casual trousers online at basics life and get upto 20% off. select from different colours, fit , desgins, colors and discounts. No discount coupon needed. ",,,,,,,
"80-3-14034","30% OFF Men Casual Shoes","Buy and get 30% off men casual shoes at basics life. Select from different colours. styles, designs and sizes available. No Coupon Code needed. ",,,,,,,
"80-3-14433","20% OFF Men Belts","Explore 20% off belts for men at basics life online shopping website. Select from different fabrics, designs,colors and discounts available. No Code needed. ",,,,,,,
"80-3-14720","20% OFF Cargo Pants","Get flat 20% off on cargo pants for men. Select from different colors available. Don't miss this offer. No discount Code needed. Buy today. ",,,,,,,
"80-3-15364","Flat 20% OFF Socks","Buy for flat 20% off men socks at basics life. Select from different colors available. Prices starting from Rs 199. No Code needed. ",,,,,,,
"80-3-15626","20% OFF Trendy Sunglasses","Buy for latest and trendy sunglasses at basics life & get upto 20% off on selected products in the listing page. Select from different colors , fabrics like nylon lens, polarized lens and many more available. No Code needed. ",,,,,,,
"80-3-16057","New Collection Added: Men Clothing","Explore the latest collection mens clothing from basics life store. select from categories like shirts, t-shirts, jeans, trousers at Basics life. Select from different colors and sizes available. No Code needed. ",,,,,,,
"80-3-16831","20% OFF Men Blazers","Get upto 20% off on blazers for men. Select from different colors and sizes available. No discount Code needed.",,,,,,,
"80-3-5772","30% OFF Casual Shirts","Basics life shirts: Get upto 30% off on men casual shirts at basics life online shopping website. Choose from different colors, sizes , types like collar, stripes and designs. No discount coupons needed to Avail the offer. ",,,,,,,
"80-3-595","Get Upto Rs 100 Instant Cashback For Payumoney Orders","Buy anything from basics life online shopping website and pay your orders amount with payumoney wallet & get instant cashback max of Rs 100. No discount Code needed. Dont miss these savings. ",,,,,,,
"80-3-6668","Men Boxer Shorts For Rs 499","Buy men boxer shorts at flat Rs 499 only. Free size available. Select from different colors. No Code needed. Buy now!",,,,,,,
"80-3-894","Flat 15% OFF Men Jeans","Buy and get flat 15% discount on men jeans . Select your favourite color from wide selection of products displayed in the listing page, add product to cart and complete order. No Code needed. Ends soon. Free Shipping available for selected pincodes. ",,,,,,,
"80-7-548172","Flat 55% Off On Selected Products","Buy selected products and get flat 55% off at Basics Life. Use Code to avail this offer. Hurry! offer valid for limited period.",,,,,,,
"80-7-550061","Flat 50% Off On Tees","Get flat 50% off on tees at Basics Life at Basic Life. Apply Code to avail this offer. Hurry! offer valid only for a limited period.",,,,,,,
"80-7-550692","Flat 20% Off Plus Extra 15% Off Apparels & Accessories","Get flat 20% plus extra 15% off on apparels and accessories at Basic Life. Apply Code to avail this offer. Hurry! offer valid only for a limited period.",,,,,,,
"80-7-551636","Get Extra Rs.1000 OFF Plus Rs.100 Cashback Paying Through PayUmoney On Order Above Rs.3000","Get extra Rs.1000 off plus Rs.100 cashback paying through PayUmoney on order above Rs.3000 at Basic Life. Apply Code to avail this offer. Hurry! offer valid only for a limited period.",,,,,,,
"82-2-1199","WOMEN SANDAL ON RS.149 @ YEPME","BUY †WOMEN SANDAL Just RS.149 Offer available at yepme.com. Click to view the offer at listing page. Coupon Code is not necessary for this deal. Limited period offer. Hurry!.",,,,,,,
"82-2-1206","WOMEN TOPS ONLY RS.199","Get WOMEN TOPS ONLY RS.199. Click to view the valid products on listing page. Buy Now! Not Valid on COD.",,,,,,,
"82-2-1209","MEN SHIRTS STARTING ONLY RS.314","Buy †men shirts only rs.314 only. No Codes required for this deal.",,,,,,,
"82-2-1212","GET WOMEN SAREES ONLY RS.299","Get †WOMEN sarees only rs.299 . No Code required. CLICK TO VIEW valid products under this promo.",,,,,,,
"82-2-1216","MEN JEANS AT RS.599 ONLY!","get only rs.599 Men's Jeans at Yepme. No code required. CLICK TO VIEW the products displayed on listing page.",,,,,,,
"82-2-2739","UPTO 80% OFF ON BIGGEST FASHION SALE","Get upto 80% off on biggest fashion sale on all products. Buy Now!.",,,,,,,
"82-2-457","MEN GRAPHIC TEES AT RS.175 ONLY!","Get Flat 55% OFF On Men's Graphic Tees. Offer Valid ONLY on products listed on the listing page.",,,,,,,
"82-2-459","BUY SHOES AT RS.299 ONLY!","Buy SHOES at Rs.299 Only. No code required. CLICK TO VIEW the products displayed on listing page.",,,,,,,
"82-2-812","MEN&#8217;S POLO TEE ONLY RS.199","Get MEN'S polo t-shirts only rs.199 . No Code required. Buy Now!.",,,,,,,
"82-7-554980","Great Online Cashback Festival - Flat 10% OFF On All Orders","Great Online Cashback Festival - Get flat 10% off on all orders at Yepme. Use Code to avail this offer. Offer valid on sitewide.",,,,,,,
"84-3-10059","Upto 70% OFF Kurtis","Buy and Save 70% off on kurits. Prices starting at Rs 132. Choose from wide selection of products displayed in the listing page. No coupon needed. ",,,,,,,
"84-3-10638","Diwali Gifting: Upto 70% OFF","Get upto 70% off on diwali gifting accessories. Select from different products, brands & colors available. No Coupon Code needed.",,,,,,,
"84-3-10842","Upto Rs 100 Cashback Mobikwik Wallet Orders ( Sitewide)","Buy anything from fashionara and pay your payment with mobikwik wallet & get instant discount max of Rs 100. No coupon needed.",,,,,,,
"84-3-10843","Get Upto Rs 50 Cashback (Payumoney Orders)","Buy anything from fashionara online shopping website & get instant cashback of max Rs 50 on your orders if you pay via payumoney. No coupon needed. ",,,,,,,
"84-3-12060","Watches For Men and Women: Starting At Rs 399","Watches for men and women. Select from different colors, sizes, brands available. Prices starting from Rs 399 only. pay with mobikwik and get extra 10% off, max of Rs 100. ",,,,,,,
"84-3-12256","Upto 50% OFF Bags & Backpacks","Buy and get upto 50% off on bags & backpacks. Select from different colours like blue, black, red, green, blue , green and many more. No Coupon Code needed. Free shipping available. ",,,,,,,
"84-3-12312","60% OFF Festive Sarees","Buy and get upto 60% off on Festive sarees. Choose from different brands and colors available. No fashionara Coupon Code needed.",,,,,,,
"84-3-14918","80% OFF Men Jackets","Get flat 80% off on premium jackets and coats. Select from different brands and colors available. No Code needed.",,,,,,,
"84-3-16098","Upto 70% OFF Leather Formal Shoes","Buy for upto 70% off leather formal shoes at fashionara. Select from different sizes and colors available. No discount Code needed. ",,,,,,,
"84-3-1716","70% OFF Ladies Casuals","Buy and save upto 70% off ladies apparels. Select from different products bottoms , jeans , jackets, dresses, skirts , jump suits ,tops and many more. No Code needed. ",,,,,,,
"84-3-2541","Men Casual Shoes Under Rs 500","Buy mens casual shoes below Rs 500 at fashionara. Select from different colors, sizes available. No Code needed.",,,,,,,
"84-3-3470","Dussehra Sale: Upto 90% OFF Various Categories","Explore Fashionara Dussehra sale offers and get upto 90% across all categories like fashion, footwear and many more. Check the catalog and Buy your favorite product on lesser price online. Dont miss these durga puja seasonal offers. ",,,,,,,
"84-3-3471","Flat 75% OFF Men Ethnic Wear","Buy and get flat 75% off on men ethnic wear. Choose from different categories Click activate deal and Avail the offer. No fashionara coupon needed. ",,,,,,,
"84-3-3666","Final Clearence Sale : Flat 90% OFF","Buy and get flat 60% discount selected products at listing page. This is a final clearance sale offer . No fashionara Coupon Code needed.",,,,,,,
"84-3-6796","50 - 70% OFF Men Accessories","Buy for upto 70% off on men accessories. Select from categories like belts, wallets, cufflinks and many more. No Code needed.",,,,,,,
"84-3-7592","Flat 50% OFF Puma Shoes","Buy and get flat 50% discount on puma footwear. Select from running shoes, sports shoes, sneakers, boots and many more. Click activate deal and Avail the offer.No Code needed. ",,,,,,,
"86-1-59506","Flat Rs.750 off on Domestic Flight Tickets","Get flat Rs.750 off on booking 4 or more domestic flight tickets. This offer is valid on all domestic airlines and routes. No restriction on travel dates. Use this Code to get the offer. Coupon validity till 31-Dec-2015.",,,,,,,
"86-1-89023","Upto Rs.8000 off on international flight ticket","Get upto Rs.8000 off on international flight ticket. The offer is valid for online booking. Offer is not applicable on SpiceJet, IndiGo, Air Asia, Malindo, Air Arabia and Fly Dubai. This offer cannot be clubbed with any other promotion, special discount or QuickBook discount. Use this Code to get the offer. Coupon validity till 31-Dec-2015.",,,,,,,
"86-1-89144","Flat 5% eCash on international flight ticket","Get flat 5% eCash on international flight ticket. Maximum discount upto Rs.15000. Offer is not applicable on SpiceJet, IndiGo, Air Asia, Malindo, Air Arabia and Fly Dubai. This offer cannot be clubbed with any other promotion, special discount or quickbook discount. Use this Code to get the offer. Coupon validity till 31-Dec-2015.",,,,,,,
"86-1-89672","Upto Rs.5000 eCash on international flight","Get upto Rs.5000 eCash on international flight. Offer is not applicable on SpiceJet, IndiGo, Air Asia, Malindo, Air Arabia and Fly Dubai. This offer cannot be exchanged for cash or any other value. Use this Code to get the offer. Coupon validity till 31-Dec-2015.",,,,,,,
"86-1-89673","Upto Rs.20000 eCash on international flight","Get upto Rs.20000 eCash on international flight. Offer is not applicable on SpiceJet, IndiGo, Air Asia, Malindo, Air Arabia and Fly Dubai. This offer cannot be exchanged for cash or any other value. Use this Code to get the offer. Coupon validity till 31-Dec-2015.",,,,,,,
"86-1-91045","Flat 20% cash back on international flights","Get flat 20% cash back on international flights made through Mobile app only. Maximum cash back upto Rs.15000. The offer is valid on Yatra mobile apps - Android, iOS or windows phone bookings only. A customer can Grab the offer only once during the offer period. Use this Code to get the offer. Coupon validity till 31-Dec-2015.",,,,,,,
"86-1-92268","Flat 10% cash back on international flights","Get flat 10% eCash on base fare for international flights upto a maximum eCash of Rs.1500 on one-way and Rs.3000 on round trip bookings. Coupon is not applicable on SpiceJet, IndiGo, Air Asia, Malindo, Air Arabia, Air India Express and Fly Dubai. Use this Code to get the offer. Coupon validity till 31-Dec-2015.",,,,,,,
"86-1-94011","50% eCash on booking an international flight","Get 50% eCash on booking an international flight. Offer is not applicable on SpiceJet, IndiGo, Air Asia, Malindo, Air Arabia and Fly Dubai. This offer cannot be clubbed with any other promotion. Use this Code to get the offer. Coupon validity till 31-Dec-2015.",,,,,,,
"86-1-94283","Flat 60% eCash on bus tickets","Get flat 60% eCash on bus tickets. The offer is valid for online bus bookings. This offer cannot be clubbed with any other promotion. Use this Code to get the offer. Coupon validity till 31-Oct-2015.",,,,,,,
"86-1-94506","Flat 10% discount on bus tickets","Get flat 10% discount on bus tickets using mobile app. Maximum discount upto Rs.150. This offer cannot be clubbed with any other promotion or discount. Use this Code to get the offer. Coupon validity till 31-Oct-2015.",,,,,,,
"86-1-94507","100% cash back on bus ticket bookings","Get 100% cash back on bus ticket bookings using Yatra android app. Maximum cash back upto Rs.3000. This offer cannot be clubbed with any other promotion. Use this Code to get the offer. Coupon validity till 31-Oct-2015.",,,,,,,
"86-1-95910","Flat 10% cash back on domestic flights","Get flat 10% cash back on domestic flights. Maximum cash back upto Rs.1000. The offer is valid on online domestic flight bookings only. This offer cannot be clubbed with any other promotion. Use this Code to get the offer. Coupon validity till 31-Oct-2015.",,,,,,,
"86-1-95911","100% cash back on International flights","Get 100% cash back on International flights travel from India to Dubai, Bangkok, Singapore, Kathmandu, Sharjah, Colombo, Abu Dhabi, Doha, Ho Chi Ming City and Dhaka bookings only. Offer is not applicable on SpiceJet, IndiGo, Air Asia, Malindo, Air Arabia and Fly Dubai. This offer cannot be exchanged for cash or any other value. Use this Code to get the offer. Coupon validity till 31-Dec-2015.",,,,,,,
"86-1-96599","Upto 50% off on domestic hotel booking","Get upto 50% off on domestic hotel booking using mobile app (Maximum discount upto Rs.2000) and upto 40% off on domestic hotel booking using desktop (Maximum discount upto Rs.1750). The minimum booking amount required to Grab the offer is Rs. 3000. The instant discount does not apply on some hotels. Each customer can use the code only twice during the offer period. Use this Code to get the offer. Coupon validity till 26-Oct-2015.",,,,,,,
"86-1-96655","Upto Rs.400 off on domestic flights","Get flat Rs.200 off on one-way and Rs.400 off on round trip domestic flight ticket. The code will apply only between 0000 - 0800 hrs. The discount is applicable on total booking amount. A customer can avail this offer only twice during the offer period. Use this Code to get the offer. Coupon validity till 31-Oct-2015.",,,,,,,
"86-1-96712","Diwali Sale - Rs.1500 off on roundtrip domestic flights","Diwali Sale - Get Rs.700 off on one way domestic flight and Rs.1500 off on roundtrip domestic flights on minimum booking of Rs.6000. Offer is valid for both desktop/mobile booking. This offer cannot be clubbed with any other promotion. Use this Code to get the offer. Coupon validity till 26-Oct-2015.",,,,,,,
